country_year;index_for_pop_infl;CO2;Country of birth/nationality;VAR;;Variable;GEN;Gender;COU;Country;YEA;Year;foreign_popul_stock;Flag Codes;Flags;year_min_1;country_year_min_1;foreign_popul_stock_min_1;foreign_popul_diff;foreign_popul_pct_change;For_pop_inflow;year_min2;country_year_min_2;foreign_popul_stock_min_2
Switzerland1998;Switzerland1998Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;1998;1998;1340793;;;1997;Switzerland1997;1337581;3212;0.00240135;74949;1996;Switzerland1996;1330574
Switzerland1999;Switzerland1999Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;1999;1999;1347911;;;1998;Switzerland1998;1340793;7118;0.005308799;85838;1997;Switzerland1997;1337581
Switzerland2000;Switzerland2000Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;2000;2000;1368670;;;1999;Switzerland1999;1347911;20759;0.015400868;87448;1998;Switzerland1998;1340793
Switzerland2001;Switzerland2001Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;2001;2001;1384382;;;2000;Switzerland2000;1368670;15712;0.011479758;101353;1999;Switzerland1999;1347911
Switzerland2002;Switzerland2002Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;2002;2002;1419095;;;2001;Switzerland2001;1384382;34713;0.025074726;101876;2000;Switzerland2000;1368670
Switzerland2003;Switzerland2003Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;2003;2003;1447312;;;2002;Switzerland2002;1419095;28217;0.019883799;94049;2001;Switzerland2001;1384382
Switzerland2004;Switzerland2004Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;2004;2004;1471033;;;2003;Switzerland2003;1447312;23721;0.016389693;96270;2002;Switzerland2002;1419095
Switzerland2005;Switzerland2005Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;2005;2005;1495008;;;2004;Switzerland2004;1471033;23975;0.016298071;94357;2003;Switzerland2003;1447312
Switzerland2006;Switzerland2006Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;2006;2006;1511937;;;2005;Switzerland2005;1495008;16929;0.011323685;102657;2004;Switzerland2004;1471033
Switzerland2007;Switzerland2007Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;2007;2007;1523586;;;2006;Switzerland2006;1511937;11649;0.007704686;139685;2005;Switzerland2005;1495008
Switzerland2008;Switzerland2008Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;2008;2008;1570965;;;2007;Switzerland2007;1523586;47379;0.03109703;157271;2006;Switzerland2006;1511937
Switzerland2009;Switzerland2009Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;2009;2009;1638949;;;2008;Switzerland2008;1570965;67984;0.043275312;132444;2007;Switzerland2007;1523586
Switzerland2010;Switzerland2010Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;2010;2010;1680197;;;2009;Switzerland2009;1638949;41248;0.025167348;63161;2008;Switzerland2008;1570965
Switzerland2011;Switzerland2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;2011;2011;1720393;;;2010;Switzerland2010;1680197;40196;0.023923385;66022;2009;Switzerland2009;1638949
Switzerland2012;Switzerland2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;2012;2012;1772279;;;2011;Switzerland2011;1720393;51886;0.030159388;65936;2010;Switzerland2010;1680197
Switzerland2013;Switzerland2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;2013;2013;1825060;;;2012;Switzerland2012;1772279;52781;0.029781428;71905;2011;Switzerland2011;1720393
Switzerland2014;Switzerland2014Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;2014;2014;1886630;;;2013;Switzerland2013;1825060;61570;0.033735877;69712;2012;Switzerland2012;1772279
Switzerland2015;Switzerland2015Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;2015;2015;1947023;;;2014;Switzerland2014;1886630;60393;0.032011046;70079;2013;Switzerland2013;1825060
Switzerland2016;Switzerland2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;2016;2016;1993916;;;2015;Switzerland2015;1947023;46893;0.024084461;66900;2014;Switzerland2014;1886630
Switzerland2017;Switzerland2017Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;2017;2017;2029527;;;2016;Switzerland2016;1993916;35611;0.01785983;64729;2015;Switzerland2015;1947023
Switzerland2018;Switzerland2018Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CHE;Switzerland;2018;2018;2053589;;;2017;Switzerland2017;2029527;24062;0.011855964;#N/A;2016;Switzerland2016;1993916
Lithuania2001;Lithuania2001Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LTU;Lithuania;2001;2001;35100;;;2000;Lithuania2000;#N/A;#N/A;#N/A;1647;1999;Lithuania1999;#N/A
Lithuania2005;Lithuania2005Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LTU;Lithuania;2005;2005;32327;;;2004;Lithuania2004;#N/A;#N/A;#N/A;766;2003;Lithuania2003;#N/A
Lithuania2006;Lithuania2006Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LTU;Lithuania;2006;2006;32862;;;2005;Lithuania2005;32327;535;0.016549633;777;2004;Lithuania2004;#N/A
Lithuania2007;Lithuania2007Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LTU;Lithuania;2007;2007;32240;;;2006;Lithuania2006;32862;-622;-0.018927637;807;2005;Lithuania2005;32327
Lithuania2008;Lithuania2008Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LTU;Lithuania;2008;2008;31998;;;2007;Lithuania2007;32240;-242;-0.007506203;683;2006;Lithuania2006;32862
Lithuania2009;Lithuania2009Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LTU;Lithuania;2009;2009;30907;;;2008;Lithuania2008;31998;-1091;-0.034095881;636;2007;Lithuania2007;32240
Lithuania2010;Lithuania2010Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LTU;Lithuania;2010;2010;27318;;;2009;Lithuania2009;30907;-3589;-0.116122561;454;2008;Lithuania2008;31998
Lithuania2011;Lithuania2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LTU;Lithuania;2011;2011;24031;;;2010;Lithuania2010;27318;-3287;-0.120323596;605;2009;Lithuania2009;30907
Lithuania2012;Lithuania2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LTU;Lithuania;2012;2012;22865;;;2011;Lithuania2011;24031;-1166;-0.048520661;804;2010;Lithuania2010;27318
Lithuania2013;Lithuania2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LTU;Lithuania;2013;2013;22224;;;2012;Lithuania2012;22865;-641;-0.028034113;1055;2011;Lithuania2011;24031
Lithuania2014;Lithuania2014Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LTU;Lithuania;2014;2014;21577;;;2013;Lithuania2013;22224;-647;-0.029112671;1608;2012;Lithuania2012;22865
Lithuania2015;Lithuania2015Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LTU;Lithuania;2015;2015;22470;;;2014;Lithuania2014;21577;893;0.041386662;1240;2013;Lithuania2013;22224
Lithuania2016;Lithuania2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LTU;Lithuania;2016;2016;18682;;;2015;Lithuania2015;22470;-3788;-0.168580329;1789;2014;Lithuania2014;21577
Lithuania2017;Lithuania2017Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LTU;Lithuania;2017;2017;20117;;;2016;Lithuania2016;18682;1435;0.076811905;1604;2015;Lithuania2015;22470
Lithuania2018;Lithuania2018Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LTU;Lithuania;2018;2018;27344;;;2017;Lithuania2017;20117;7227;0.359248397;#N/A;2016;Lithuania2016;18682
Bulgaria2008;Bulgaria2008Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BGR;Bulgaria;2008;2008;24402;;;2007;Bulgaria2007;#N/A;#N/A;#N/A;#N/A;2006;Bulgaria2006;#N/A
Bulgaria2009;Bulgaria2009Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BGR;Bulgaria;2009;2009;23959;;;2008;Bulgaria2008;24402;-443;-0.01815425;#N/A;2007;Bulgaria2007;#N/A
Bulgaria2010;Bulgaria2010Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BGR;Bulgaria;2010;2010;24980;;;2009;Bulgaria2009;23959;1021;0.042614466;#N/A;2008;Bulgaria2008;24402
Bulgaria2011;Bulgaria2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BGR;Bulgaria;2011;2011;25327;;;2010;Bulgaria2010;24980;347;0.013891113;#N/A;2009;Bulgaria2009;23959
Bulgaria2012;Bulgaria2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BGR;Bulgaria;2012;2012;39507;;;2011;Bulgaria2011;25327;14180;0.559876811;#N/A;2010;Bulgaria2010;24980
Bulgaria2013;Bulgaria2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BGR;Bulgaria;2013;2013;45297;;;2012;Bulgaria2012;39507;5790;0.146556306;#N/A;2011;Bulgaria2011;25327
Bulgaria2014;Bulgaria2014Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BGR;Bulgaria;2014;2014;55247;;;2013;Bulgaria2013;45297;9950;0.219661346;#N/A;2012;Bulgaria2012;39507
Bulgaria2015;Bulgaria2015Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BGR;Bulgaria;2015;2015;68160;;;2014;Bulgaria2014;55247;12913;0.233732148;#N/A;2013;Bulgaria2013;45297
Bulgaria2016;Bulgaria2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BGR;Bulgaria;2016;2016;84628;;;2015;Bulgaria2015;68160;16468;0.241607981;#N/A;2014;Bulgaria2014;55247
Bulgaria2017;Bulgaria2017Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BGR;Bulgaria;2017;2017;92392;;;2016;Bulgaria2016;84628;7764;0.091742686;#N/A;2015;Bulgaria2015;68160
Norway1946;Norway1946Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;1946;1946;15900;;;1945;Norway1945;#N/A;#N/A;#N/A;#N/A;1944;Norway1944;#N/A
Norway1960;Norway1960Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;1960;1960;24800;;;1959;Norway1959;#N/A;#N/A;#N/A;#N/A;1958;Norway1958;#N/A
Norway1976;Norway1976Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;1976;1976;67500;;;1975;Norway1975;#N/A;#N/A;#N/A;#N/A;1974;Norway1974;#N/A
Norway1981;Norway1981Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;1981;1981;82600;;;1980;Norway1980;#N/A;#N/A;#N/A;#N/A;1979;Norway1979;#N/A
Norway1985;Norway1985Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;1985;1985;97800;;;1984;Norway1984;#N/A;#N/A;#N/A;15040;1983;Norway1983;#N/A
Norway1986;Norway1986Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;1986;1986;101500;;;1985;Norway1985;97800;3700;0.037832311;16753;1984;Norway1984;#N/A
Norway1987;Norway1987Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;1987;1987;109300;;;1986;Norway1986;101500;7800;0.076847291;23848;1985;Norway1985;97800
Norway1988;Norway1988Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;1988;1988;123700;;;1987;Norway1987;109300;14400;0.131747484;23160;1986;Norway1986;101500
Norway1989;Norway1989Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;1989;1989;135900;;;1988;Norway1988;123700;12200;0.098625707;18548;1987;Norway1987;109300
Norway1990;Norway1990Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;1990;1990;140300;;;1989;Norway1989;135900;4400;0.032376748;15696;1988;Norway1988;123700
Norway1991;Norway1991Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;1991;1991;143300;;;1990;Norway1990;140300;3000;0.021382751;16091;1989;Norway1989;135900
Norway1992;Norway1992Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;1992;1992;147800;;;1991;Norway1991;143300;4500;0.031402652;17162;1990;Norway1990;140300
Norway1993;Norway1993Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;1993;1993;154012;;;1992;Norway1992;147800;6212;0.04202977;22295;1991;Norway1991;143300
Norway1994;Norway1994Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;1994;1994;162298;;;1993;Norway1993;154012;8286;0.053801003;17867;1992;Norway1992;147800
Norway1995;Norway1995Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;1995;1995;164030;;;1994;Norway1994;162298;1732;0.010671727;16482;1993;Norway1993;154012
Norway1996;Norway1996Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;1996;1996;160837;;;1995;Norway1995;164030;-3193;-0.019465951;17196;1994;Norway1994;162298
Norway1997;Norway1997Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;1997;1997;157537;;;1996;Norway1996;160837;-3300;-0.020517667;22026;1995;Norway1995;164030
Norway1998;Norway1998Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;1998;1998;157965;;;1997;Norway1997;157537;428;0.002716822;13490;1996;Norway1996;160837
Norway1999;Norway1999Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;1999;1999;165070;;;1998;Norway1998;157965;7105;0.044978318;16081;1997;Norway1997;157537
Norway2000;Norway2000Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;2000;2000;178686;;;1999;Norway1999;165070;13616;0.082486218;13032;1998;Norway1998;157965
Norway2001;Norway2001Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;2001;2001;184337;;;2000;Norway2000;178686;5651;0.031625309;12984;1999;Norway1999;165070
Norway2002;Norway2002Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;2002;2002;185863;;;2001;Norway2001;184337;1526;0.008278316;16091;2000;Norway2000;178686
Norway2003;Norway2003Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;2003;2003;197668;;;2002;Norway2002;185863;11805;0.063514524;13772;2001;Norway2001;184337
Norway2004;Norway2004Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;2004;2004;204731;;;2003;Norway2003;197668;7063;0.035731631;14281;2002;Norway2002;185863
Norway2005;Norway2005Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;2005;2005;213303;;;2004;Norway2004;204731;8572;0.041869575;15487;2003;Norway2003;197668
Norway2006;Norway2006Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;2006;2006;222277;;;2005;Norway2005;213303;8974;0.042071607;16805;2004;Norway2004;204731
Norway2007;Norway2007Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;2007;2007;238305;;;2006;Norway2006;222277;16028;0.072108225;21726;2005;Norway2005;213303
Norway2008;Norway2008Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;2008;2008;266260;;;2007;Norway2007;238305;27955;0.117307652;24990;2006;Norway2006;222277
Norway2009;Norway2009Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;2009;2009;302977;;;2008;Norway2008;266260;36717;0.137899046;25833;2007;Norway2007;238305
Norway2010;Norway2010Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;2010;2010;333873;;;2009;Norway2009;302977;30896;0.101974737;29067;2008;Norway2008;266260
Norway2011;Norway2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;2011;2011;369228;;;2010;Norway2010;333873;35355;0.105893558;30671;2009;Norway2009;302977
Norway2012;Norway2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;2012;2012;407262;;;2011;Norway2011;369228;38034;0.103009523;31165;2010;Norway2010;333873
Norway2013;Norway2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;2013;2013;448765;;;2012;Norway2012;407262;41503;0.101907372;30288;2011;Norway2011;369228
Norway2014;Norway2014Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;2014;2014;483177;;;2013;Norway2013;448765;34412;0.076681559;27527;2012;Norway2012;407262
Norway2015;Norway2015Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;2015;2015;512154;;;2014;Norway2014;483177;28977;0.059971812;27267;2013;Norway2013;448765
Norway2016;Norway2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;2016;2016;538223;;;2015;Norway2015;512154;26069;0.050900706;26914;2014;Norway2014;483177
Norway2017;Norway2017Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;2017;2017;559227;;;2016;Norway2016;538223;21004;0.039024717;24310;2015;Norway2015;512154
Norway2018;Norway2018Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NOR;Norway;2018;2018;567783;;;2017;Norway2017;559227;8556;0.01529969;#N/A;2016;Norway2016;538223
Ireland2003;Ireland2003Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;IRL;Ireland;2003;2003;219296;;;2002;Ireland2002;#N/A;#N/A;#N/A;20700;2001;Ireland2001;#N/A
Ireland2007;Ireland2007Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;IRL;Ireland;2007;2007;413223;;;2006;Ireland2006;#N/A;#N/A;#N/A;56100;2005;Ireland2005;#N/A
Ireland2008;Ireland2008Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;IRL;Ireland;2008;2008;519600;;;2007;Ireland2007;413223;106377;0.257432428;47500;2006;Ireland2006;#N/A
Ireland2009;Ireland2009Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;IRL;Ireland;2009;2009;575600;;;2008;Ireland2008;519600;56000;0.107775212;26800;2007;Ireland2007;413223
Ireland2010;Ireland2010Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;IRL;Ireland;2010;2010;575400;;;2009;Ireland2009;575600;-200;-0.000347464;12500;2008;Ireland2008;519600
Ireland2011;Ireland2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;IRL;Ireland;2011;2011;598138;;;2010;Ireland2010;575400;22738;0.039516858;17500;2009;Ireland2009;575600
Ireland2012;Ireland2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;IRL;Ireland;2012;2012;536987;;;2011;Ireland2011;598138;-61151;-0.102235604;18700;2010;Ireland2010;575400
Ireland2013;Ireland2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;IRL;Ireland;2013;2013;550400;;;2012;Ireland2012;536987;13413;0.024978258;19200;2011;Ireland2011;598138
Ireland2014;Ireland2014Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;IRL;Ireland;2014;2014;554500;;;2013;Ireland2013;550400;4100;0.007449128;22700;2012;Ireland2012;536987
Ireland2015;Ireland2015Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;IRL;Ireland;2015;2015;564300;;;2014;Ireland2014;554500;9800;0.01767358;25500;2013;Ireland2013;550400
Ireland2016;Ireland2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;IRL;Ireland;2016;2016;607408;;;2015;Ireland2015;564300;43108;0.07639199;27300;2014;Ireland2014;554500
Ireland2017;Ireland2017Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;IRL;Ireland;2017;2017;566600;;;2016;Ireland2016;607408;-40808;-0.067183837;28600;2015;Ireland2015;564300
Ireland2018;Ireland2018Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;IRL;Ireland;2018;2018;593500;;;2017;Ireland2017;566600;26900;0.047476174;#N/A;2016;Ireland2016;607408
Russia2003;Russia2003Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;RUS;Russia;2003;2003;1025413;;;2002;Russia2002;#N/A;#N/A;#N/A;#N/A;2001;Russia2001;#N/A
Russia2011;Russia2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;RUS;Russia;2011;2011;686993;;;2010;Russia2010;#N/A;#N/A;#N/A;#N/A;2009;Russia2009;#N/A
Russia2012;Russia2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;RUS;Russia;2012;2012;490329;;;2011;Russia2011;686993;-196664;-0.286267837;#N/A;2010;Russia2010;#N/A
Russia2013;Russia2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;RUS;Russia;2013;2013;620989;;;2012;Russia2012;490329;130660;0.266474143;#N/A;2011;Russia2011;686993
Russia2014;Russia2014Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;RUS;Russia;2014;2014;715831;;;2013;Russia2013;620989;94842;0.152727343;#N/A;2012;Russia2012;490329
Russia2015;Russia2015Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;RUS;Russia;2015;2015;872557;;;2014;Russia2014;715831;156726;0.218942739;#N/A;2013;Russia2013;620989
Russia2016;Russia2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;RUS;Russia;2016;2016;1038950;;;2015;Russia2015;872557;166393;0.190695851;#N/A;2014;Russia2014;715831
Russia2017;Russia2017Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;RUS;Russia;2017;2017;1104689;;;2016;Russia2016;1038950;65739;0.06327446;#N/A;2015;Russia2015;872557
Italy1985;Italy1985Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;1985;1985;403900;;;1984;Italy1984;#N/A;#N/A;#N/A;20504;1983;Italy1983;#N/A
Italy1986;Italy1986Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;1986;1986;423000;;;1985;Italy1985;403900;19100;0.047288933;18795;1984;Italy1984;#N/A
Italy1987;Italy1987Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;1987;1987;450200;;;1986;Italy1986;423000;27200;0.0643026;46794;1985;Italy1985;403900
Italy1988;Italy1988Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;1988;1988;572100;;;1987;Italy1987;450200;121900;0.270768547;33229;1986;Italy1986;423000
Italy1989;Italy1989Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;1989;1989;645400;;;1988;Italy1988;572100;73300;0.128124454;27308;1987;Italy1987;450200
Italy1990;Italy1990Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;1990;1990;490400;;;1989;Italy1989;645400;-155000;-0.24016114;96719;1988;Italy1988;572100
Italy1991;Italy1991Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;1991;1991;781100;;;1990;Italy1990;490400;290700;0.592781403;70931;1989;Italy1989;645400
Italy1992;Italy1992Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;1992;1992;648900;;;1991;Italy1991;781100;-132200;-0.169248496;59067;1990;Italy1990;490400
Italy1993;Italy1993Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;1993;1993;589457;;;1992;Italy1992;648900;-59443;-0.091605794;55892;1991;Italy1991;781100
Italy1994;Italy1994Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;1994;1994;649102;;;1993;Italy1993;589457;59645;0.101186346;52716;1992;Italy1992;648900
Italy1995;Italy1995Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;1995;1995;677791;;;1994;Italy1994;649102;28689;0.044197984;68238;1993;Italy1993;589457
Italy1996;Italy1996Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;1996;1996;729159;;;1995;Italy1995;677791;51368;0.075787374;#N/A;1994;Italy1994;649102
