country_year;index_for_pop_infl;CO2;Country of birth/nationality;VAR;;Variable;GEN;Gender;COU;Country;YEA;Year;foreign_popul_stock;Flag Codes;Flags;year_min_1;country_year_min_1;foreign_popul_stock_min_1;foreign_popul_diff;foreign_popul_pct_change;For_pop_inflow;year_min2;country_year_min_2;foreign_popul_stock_min_2
Japan1964;Japan1964Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1964;1964;651600;;;1963;Japan1963;645000;6600;0.010232558;#N/A;1962;Japan1962;640400
Japan1965;Japan1965Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1965;1965;659800;;;1964;Japan1964;651600;8200;0.012584408;#N/A;1963;Japan1963;645000
Japan1966;Japan1966Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1966;1966;666000;;;1965;Japan1965;659800;6200;0.009396787;#N/A;1964;Japan1964;651600
Japan1967;Japan1967Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1967;1967;668300;;;1966;Japan1966;666000;2300;0.003453453;#N/A;1965;Japan1965;659800
Japan1968;Japan1968Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1968;1968;676100;;;1967;Japan1967;668300;7800;0.011671405;#N/A;1966;Japan1966;666000
Japan1969;Japan1969Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1969;1969;685100;;;1968;Japan1968;676100;9000;0.01331164;#N/A;1967;Japan1967;668300
Japan1970;Japan1970Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1970;1970;697500;;;1969;Japan1969;685100;12400;0.018099548;#N/A;1968;Japan1968;676100
Japan1971;Japan1971Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1971;1971;708500;;;1970;Japan1970;697500;11000;0.015770609;#N/A;1969;Japan1969;685100
Japan1972;Japan1972Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1972;1972;718800;;;1971;Japan1971;708500;10300;0.014537756;#N/A;1970;Japan1970;697500
Japan1973;Japan1973Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1973;1973;735400;;;1972;Japan1972;718800;16600;0.023094046;#N/A;1971;Japan1971;708500
Japan1974;Japan1974Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1974;1974;738400;;;1973;Japan1973;735400;3000;0.004079413;#N/A;1972;Japan1972;718800
Japan1975;Japan1975Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1975;1975;745600;;;1974;Japan1974;738400;7200;0.009750813;#N/A;1973;Japan1973;735400
Japan1976;Japan1976Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1976;1976;751800;;;1975;Japan1975;745600;6200;0.008315451;#N/A;1974;Japan1974;738400
Japan1977;Japan1977Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1977;1977;753900;;;1976;Japan1976;751800;2100;0.002793296;#N/A;1975;Japan1975;745600
Japan1978;Japan1978Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1978;1978;762100;;;1977;Japan1977;753900;8200;0.010876774;#N/A;1976;Japan1976;751800
Japan1979;Japan1979Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1979;1979;766900;;;1978;Japan1978;762100;4800;0.006298386;#N/A;1977;Japan1977;753900
Japan1980;Japan1980Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1980;1980;774500;;;1979;Japan1979;766900;7600;0.009910027;#N/A;1978;Japan1978;762100
Japan1981;Japan1981Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1981;1981;782900;;;1980;Japan1980;774500;8400;0.010845707;#N/A;1979;Japan1979;766900
Japan1982;Japan1982Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1982;1982;792900;;;1981;Japan1981;782900;10000;0.012773023;#N/A;1980;Japan1980;774500
Japan1983;Japan1983Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1983;1983;802500;;;1982;Japan1982;792900;9600;0.012107454;#N/A;1981;Japan1981;782900
Japan1984;Japan1984Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1984;1984;817100;;;1983;Japan1983;802500;14600;0.018193146;131100;1982;Japan1982;792900
Japan1985;Japan1985Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1985;1985;840900;;;1984;Japan1984;817100;23800;0.029127402;156500;1983;Japan1983;802500
Japan1986;Japan1986Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1986;1986;850600;;;1985;Japan1985;840900;9700;0.01153526;157500;1984;Japan1984;817100
Japan1987;Japan1987Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1987;1987;867200;;;1986;Japan1986;850600;16600;0.019515636;180300;1985;Japan1985;840900
Japan1988;Japan1988Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1988;1988;884000;;;1987;Japan1987;867200;16800;0.019372694;234800;1986;Japan1986;850600
Japan1989;Japan1989Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1989;1989;941000;;;1988;Japan1988;884000;57000;0.064479638;237400;1987;Japan1987;867200
Japan1990;Japan1990Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1990;1990;984500;;;1989;Japan1989;941000;43500;0.046227418;223800;1988;Japan1988;884000
Japan1991;Japan1991Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1991;1991;1075300;;;1990;Japan1990;984500;90800;0.092229558;258400;1989;Japan1989;941000
Japan1992;Japan1992Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1992;1992;1218900;;;1991;Japan1991;1075300;143600;0.133544127;266948;1990;Japan1990;984500
Japan1993;Japan1993Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1993;1993;1281644;;;1992;Japan1992;1218900;62744;0.051475921;234504;1991;Japan1991;1075300
Japan1994;Japan1994Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1994;1994;1320748;;;1993;Japan1993;1281644;39104;0.030510813;237461;1992;Japan1992;1218900
Japan1995;Japan1995Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1995;1995;1354011;;;1994;Japan1994;1320748;33263;0.025184971;209869;1993;Japan1993;1281644
Japan1996;Japan1996Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1996;1996;1362371;;;1995;Japan1995;1354011;8360;0.006174248;225384;1994;Japan1994;1320748
Japan1997;Japan1997Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1997;1997;1415136;;;1996;Japan1996;1362371;52765;0.038730272;274810;1995;Japan1995;1354011
Japan1998;Japan1998Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1998;1998;1482707;;;1997;Japan1997;1415136;67571;0.047748768;265455;1996;Japan1996;1362371
Japan1999;Japan1999Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1999;1999;1510032;;;1998;Japan1998;1482707;27325;0.01842913;281889;1997;Japan1997;1415136
Japan2000;Japan2000Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;2000;2000;1556113;;;1999;Japan1999;1510032;46081;0.030516572;345779;1998;Japan1998;1482707
Japan2001;Japan2001Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;2001;2001;1686444;;;2000;Japan2000;1556113;130331;0.0837542;351187;1999;Japan1999;1510032
Japan2002;Japan2002Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;2002;2002;1778462;;;2001;Japan2001;1686444;92018;0.05456333;343811;2000;Japan2000;1556113
Japan2003;Japan2003Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;2003;2003;1851758;;;2002;Japan2002;1778462;73296;0.041213138;373918;2001;Japan2001;1686444
Japan2004;Japan2004Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;2004;2004;1915030;;;2003;Japan2003;1851758;63272;0.034168612;371983;2002;Japan2002;1778462
Japan2005;Japan2005Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;2005;2005;1973747;;;2004;Japan2004;1915030;58717;0.030661138;372329;2003;Japan2003;1851758
Japan2006;Japan2006Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;2006;2006;2011555;;;2005;Japan2005;1973747;37808;0.019155444;325621;2004;Japan2004;1915030
Japan2007;Japan2007Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;2007;2007;2083202;;;2006;Japan2006;2011555;71647;0.035617719;336646;2005;Japan2005;1973747
Japan2008;Japan2008Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;2008;2008;2151400;;;2007;Japan2007;2083202;68198;0.032737104;344509;2006;Japan2006;2011555
Japan2009;Japan2009Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;2009;2009;2215901;;;2008;Japan2008;2151400;64501;0.029980943;297092;2007;Japan2007;2083202
Japan2010;Japan2010Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;2010;2010;2184724;;;2009;Japan2009;2215901;-31177;-0.014069672;287071;2008;Japan2008;2151400
Japan2011;Japan2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;2011;2011;2132913;;;2010;Japan2010;2184724;-51811;-0.023715124;266867;2009;Japan2009;2215901
Japan2012;Japan2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;2012;2012;2078508;;;2011;Japan2011;2132913;-54405;-0.025507369;303926;2010;Japan2010;2184724
Japan2013;Japan2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;2013;2013;2033656;;;2012;Japan2012;2078508;-44852;-0.02157894;306742;2011;Japan2011;2132913
Japan2014;Japan2014Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;2014;2014;2066445;;;2013;Japan2013;2033656;32789;0.016123179;336525;2012;Japan2012;2078508
Japan2015;Japan2015Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;2015;2015;2121831;;;2014;Japan2014;2066445;55386;0.026802552;391160;2013;Japan2013;2033656
Japan2016;Japan2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;2016;2016;2232189;;;2015;Japan2015;2121831;110358;0.05201074;427585;2014;Japan2014;2066445
Japan2017;Japan2017Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;2017;2017;2382822;;;2016;Japan2016;2232189;150633;0.067482189;474996;2015;Japan2015;2121831
Japan2018;Japan2018Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;2018;2018;2561848;;;2017;Japan2017;2382822;179026;0.075131923;#N/A;2016;Japan2016;2232189
Spain1998;Spain1998Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ESP;Spain;1998;1998;637085;;;1997;Spain1997;#N/A;#N/A;#N/A;28639;1996;Spain1996;#N/A
Spain1999;Spain1999Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ESP;Spain;1999;1999;748954;;;1998;Spain1998;637085;111869;0.175595093;49084;1997;Spain1997;#N/A
Spain2000;Spain2000Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ESP;Spain;2000;2000;923879;;;1999;Spain1999;748954;174925;0.23355907;152875;1998;Spain1998;637085
Spain2001;Spain2001Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ESP;Spain;2001;2001;1370657;;;2000;Spain2000;923879;446778;0.483589301;183468;1999;Spain1999;748954
Spain2002;Spain2002Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ESP;Spain;2002;2002;1977946;;;2001;Spain2001;1370657;607289;0.443064166;210386;2000;Spain2000;923879
Spain2003;Spain2003Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ESP;Spain;2003;2003;2664168;;;2002;Spain2002;1977946;686222;0.346936671;206488;2001;Spain2001;1370657
Spain2004;Spain2004Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ESP;Spain;2004;2004;3034326;;;2003;Spain2003;2664168;370158;0.138939436;291122;2002;Spain2002;1977946
Spain2005;Spain2005Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ESP;Spain;2005;2005;3730610;;;2004;Spain2004;3034326;696284;0.229469081;312149;2003;Spain2003;2664168
Spain2006;Spain2006Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ESP;Spain;2006;2006;4144166;;;2005;Spain2005;3730610;413556;0.110854793;379974;2004;Spain2004;3034326
Spain2007;Spain2007Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ESP;Spain;2007;2007;4519554;;;2006;Spain2006;4144166;375388;0.090582279;418366;2005;Spain2005;3730610
Spain2008;Spain2008Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ESP;Spain;2008;2008;5086295;;;2007;Spain2007;4519554;566741;0.12539755;272970;2006;Spain2006;4144166
Spain2009;Spain2009Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ESP;Spain;2009;2009;5386659;;;2008;Spain2008;5086295;300364;0.059053594;187019;2007;Spain2007;4519554
Spain2010;Spain2010Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ESP;Spain;2010;2010;5402579;;;2009;Spain2009;5386659;15920;0.00295545;168792;2008;Spain2008;5086295
Spain2011;Spain2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ESP;Spain;2011;2011;5312440;;;2010;Spain2010;5402579;-90139;-0.016684439;172768;2009;Spain2009;5386659
Spain2012;Spain2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ESP;Spain;2012;2012;5236030;;;2011;Spain2011;5312440;-76410;-0.014383221;138905;2010;Spain2010;5402579
Spain2013;Spain2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ESP;Spain;2013;2013;5072680;;;2012;Spain2012;5236030;-163350;-0.0311973;125369;2011;Spain2011;5312440
